Имя,Главная категория,Побочная категория,Артикул,Ссылка на картинку,Характеристика,Описание,Ссылка на товар,Цена
Компьютер Acer Power 2000 PS.P20C0.R01,KNS_Компьютеры,Компьютеры Acer,ID: 209395,https://cdn.kns.ru/linkpics/acer-power-2000-ss--ps-p20c6-r01--0.jpg,Модель CPU Intel Celeron D352 Тактовая частота CPU 3.2 ГГц Объём 512 Мб Объем диска HDD 80 Гб Графический чипсет Intel GMA HD 3000 Объем видеопамяти до 256 Мб оперативной памяти Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-power-2000-ps-p20c0-r01/,3270
Компьютер Acer Veriton X4610G PS.VCXE3.265,KNS_Компьютеры,Компьютеры Acer,ID: 366316,https://cdn.kns.ru/linkpics/acer-veriton-x4610g-ps-vcxe3-265-0.jpg,Модель CPU Intel Core i3 2400 Тактовая частота CPU 3.1 ГГц Объём 4096 Мб Объем диска HDD 1500 Гб Графический чипсет nVidia GeForce G405 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x4610g-ps-vcxe3-265/,28731
Компьютер Acer Veriton L4620G DT.VFUER.002,KNS_Компьютеры,Компьютеры Acer,ID: 427498,https://cdn.kns.ru/linkpics/acer-veriton-l4620g--dt-vfuer-002--2.jpg,Модель CPU Intel Core i7 3770s Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 4000 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-l4620g-dt-vfuer-002/,35802
Компьютер Acer Veriton X2631G DT.VKDER.013,KNS_Компьютеры,Компьютеры Acer,ID: 471972,https://cdn.kns.ru/linkpics/acer-veriton-x2631g-dt-vkder-013-0.jpg,Модель CPU Intel Core i5 4460 Тактовая частота CPU 3.2 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 4600 Объем видеопамяти использует системную Операционная система Windows 8 Professional + Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2631g-dt-vkder-013/,30668
Компьютер Acer Aspire M1470 DT.SHJER.016,KNS_Компьютеры,Компьютеры Acer,ID: 379086,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-shjer-018--0.jpg,Модель CPU AMD А6-3620 Тактовая частота CPU 2.2 Ггц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 7470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-shjer-016/,16700
Компьютер Acer Aspire M3203 92.CZF7N.R7Y,KNS_Компьютеры,Компьютеры Acer,ID: 322650,https://cdn.kns.ru/linkpics/kompyuteri-aspire-m3300-0.jpg,Модель CPU Athlon II X4 630 Тактовая частота CPU 2.8 ГГц Объём 4096 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT330 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3203-92-czf7n-r7y/,53422
Компьютер Acer Veriton ES2730G DT.VS2ER.014,KNS_Компьютеры,Компьютеры Acer,ID: 588554,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-014-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-014/,41207
Компьютер Acer Veriton N6640G DT.VNJER.009,KNS_Компьютеры,Компьютеры Acer,ID: 538261,https://cdn.kns.ru/linkpics/acer-veriton-n6640g-dt-vnjer-009-0.jpg,Модель CPU Intel Core i5 6500T Тактовая частота CPU 2.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Pro + Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n6640g-dt-vnjer-009/,47588
Компьютер Acer Veriton N4660G DT.VRDER.181,KNS_Компьютеры,Компьютеры Acer,ID: 606942,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-181-0.jpg,Модель CPU Intel Pentium G5420T Тактовая частота CPU 3.2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 64 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-181/,24781
Компьютер Acer Nitro N50-600 DG.E0MER.007,KNS_Компьютеры,Компьютеры Acer,ID: 584599,https://cdn.kns.ru/linkpics/acer-nitro-n50-600-dg-e0mer-007-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет NVidia GeForce GTX1060 Объем видеопамяти 6144 Мб Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-nitro-n50-600-dg-e0mer-007/,81713
Компьютер Acer Veriton N4660G DT.VRDER.1AE,KNS_Компьютеры,Компьютеры Acer,ID: 629420,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-1ae-0-v1.jpg,Модель CPU Intel Core i3 9100T Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-1ae/,32152
Компьютер Acer Veriton N2620G DT.VFGER.001,KNS_Компьютеры,Компьютеры Acer,ID: 401496,https://cdn.kns.ru/linkpics/acer-veriton-n2620g--dt-vfger-001--0.jpg,Модель CPU Intel Celeron 887 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 2 ядра Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n2620g-dt-vfger-001/,19235
Компьютер Acer Veriton E430G DT.VGAER.015,KNS_Компьютеры,Компьютеры Acer,ID: 429018,https://cdn.kns.ru/linkpics/acer-veriton-e430g-dt-vgaer-015-0.jpg,Модель CPU Intel Pentium G2020 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-e430g-dt-vgaer-015/,31099
Компьютер Acer Veriton X2660G DT.VQWER.032,KNS_Компьютеры,Компьютеры Acer,ID: 602363,https://cdn.kns.ru/linkpics/acer-veriton-x2660g-dt-vqwer-032-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2660g-dt-vqwer-032/,37908
Компьютер Acer Veriton X2660G DT.VQWER.047,KNS_Компьютеры,Компьютеры Acer,ID: 602361,https://cdn.kns.ru/linkpics/acer-veriton-x2660g-dt-vqwer-047-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2660g-dt-vqwer-047/,45068
Компьютер Acer Veriton N4660G DT.VRDER.065,KNS_Компьютеры,Компьютеры Acer,ID: 586871,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-065-0.jpg,Модель CPU Intel Pentium G5400T Тактовая частота CPU 3.1 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-065/,19726
Компьютер Acer Aspire M1470 DT.SHJER.016,KNS_Компьютеры,Компьютеры Acer,ID: 379086,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-shjer-018--0.jpg,Модель CPU AMD А6-3620 Тактовая частота CPU 2.2 Ггц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 7470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-shjer-016/,16700
Компьютер Acer Aspire M3920 PT.SFDE1.003,KNS_Компьютеры,Компьютеры Acer,ID: 344094,https://cdn.kns.ru/linkpics/acer-aspire-m3920--pt-sfte1-001--0.jpg,Модель CPU Intel Core i5 2300 Тактовая частота CPU 2.8 ГГц Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT420 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3920-pt-sfde1-003/,69007
Компьютер Acer Veriton E430G DT.VGAER.015,KNS_Компьютеры,Компьютеры Acer,ID: 429018,https://cdn.kns.ru/linkpics/acer-veriton-e430g-dt-vgaer-015-0.jpg,Модель CPU Intel Pentium G2020 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-e430g-dt-vgaer-015/,31099
Компьютер Acer Veriton EX2620G DT.VRWER.006,KNS_Компьютеры,Компьютеры Acer,ID: 595468,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrwer-006-0.jpg,Модель CPU Intel Pentium J5005 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 605 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrwer-006/,16778
Компьютер Acer Veriton EX2620G DT.VRVER.008,KNS_Компьютеры,Компьютеры Acer,ID: 595470,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrver-008-0.jpg,Модель CPU Intel Celeron J4005 Тактовая частота CPU 2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 600 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrver-008/,13619
Компьютер Acer Nitro N50-600 DG.E0MER.007,KNS_Компьютеры,Компьютеры Acer,ID: 584599,https://cdn.kns.ru/linkpics/acer-nitro-n50-600-dg-e0mer-007-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет NVidia GeForce GTX1060 Объем видеопамяти 6144 Мб Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-nitro-n50-600-dg-e0mer-007/,81713
